Unnamed: 0,New Provider Name,Assessment and plan for trauma,Assessment and plan for pain,Pt is at baseline No GDR,Attempted GDR,Failed GDR,Unstable requiring no med changes,Pt Unstable Requiring Med Changes,Ordered labs,Total Psych Meds Started,Total Psych Meds Discontinued,Total Psych Meds Increased,Total Pysch Meds Decreased,Changed diagnosis,Referred patient to,Initiated prior authorization,Summary of session and goals,Decision making,Total Difference In Psych Meds,Initiated Baker Act,Initiated 1 1 sitter,Removed 1 1 sitter
,Provider-122,52,52,49,3,0,8,41,0,42,12,13,3,1,0,0,0,6,-30,0,0,0
,Provider-19,24,24,250,44,1,10,71,4,44,46,36,81,2,0,0,0,10,2,0,0,0
,Provider-130,6,0,0,0,0,0,0,0,0,0,0,0,1,1,0,6,0,0,0,0,0
,Provider-123,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,0,0,0,0
,Provider-20,41,40,229,7,0,39,81,7,50,23,37,28,4,8,0,0,11,-27,0,0,1
,Provider-21,13,16,5061,20,0,58,103,70,55,161,72,79,132,13,0,0,0,106,0,2,0
,Provider-22,19,19,374,0,0,56,50,11,14,12,38,8,6,1,0,0,0,-2,2,0,0
,Provider-23,46,46,174,35,0,16,96,22,49,33,69,42,9,26,0,0,8,-16,0,1,0
,Provider-24,23,22,203,136,3,20,169,6,98,162,122,110,47,0,4,0,8,64,0,0,0
,Provider-25,147,147,166,21,1,70,50,9,14,49,36,19,5,32,0,0,0,35,0,0,0
,Provider-26,31,29,160,20,0,34,96,12,57,42,41,25,15,6,0,0,0,-15,0,0,1
,Provider-131,13,15,28,0,0,3,16,0,7,5,8,1,1,0,0,0,0,-2,0,0,0
,Provider-108,33,34,100,0,0,16,25,7,15,3,10,2,0,1,0,0,3,-12,0,0,0
,Provider-28,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243,0,0,0,0,0
,Provider-102,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262,0,0,0,0,0
,Provider-30,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,306,0,0,0,0,0
,Provider-31,65,65,213,13,0,29,94,2,53,29,44,28,10,3,2,0,3,-24,0,0,0
,Provider-32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0
,Provider-33,44,44,34,5,0,2,7,1,1,1,5,5,0,1,0,0,0,0,0,0,0
,Provider-124,23,3,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0
,Provider-103,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,0,0,0,0,0
,Provider-109,44,44,166,26,0,13,120,4,73,63,67,26,11,0,1,0,7,-10,0,0,0
,Provider-34,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,0,0,0,0,0
,Provider-132,18,18,27,14,0,1,8,2,10,16,0,4,3,0,0,0,0,6,0,0,0
,Provider-35,64,65,162,7,1,28,101,34,63,37,57,18,6,1,0,0,12,-26,0,0,0
,Provider-36,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,410,0,0,0,0,0
,Provider-37,39,0,0,0,0,0,0,0,0,0,0,0,0,1,0,339,0,0,0,0,0
,Provider-39,59,60,243,44,0,62,53,9,37,68,25,49,15,3,0,0,7,31,0,0,0
,Provider-125,190,188,0,0,0,0,0,1,36,12,13,14,0,0,0,0,0,-24,0,0,0
,Provider-110,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,0,0,0,0,0
,Provider-41,50,50,213,43,4,26,74,4,32,82,43,26,5,1,0,0,0,50,1,1,2
,Provider-43,74,73,110,27,1,40,142,13,73,82,81,54,22,16,0,0,0,9,0,0,0
,Provider-104,66,0,0,0,0,0,0,0,0,0,0,0,1,0,0,253,0,0,1,0,0
,Provider-117,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0
,Provider-44,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0
,Provider-105,6,6,63,1,0,2,4,3,2,1,1,3,0,0,0,0,0,-1,0,0,0
,Provider-45,146,141,320,21,0,41,102,3,80,59,56,30,9,2,0,0,1,-21,0,1,1
,Provider-46,30,0,0,0,0,0,0,0,0,0,0,0,0,4,0,136,0,0,0,0,0
,Provider-47,70,64,333,22,0,21,81,13,42,67,44,22,45,1,0,0,0,25,0,0,3
,Provider-49,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0
,Provider-51,42,0,0,0,0,0,0,0,0,0,0,0,1,1,0,129,0,0,0,0,0
,Provider-52,96,104,254,17,0,83,71,10,45,69,14,11,16,13,0,0,0,24,0,1,5
,Provider-53,43,43,201,21,0,7,85,19,45,54,54,16,40,5,0,0,0,9,0,0,1
,Provider-54,64,62,119,41,6,22,73,3,33,78,47,117,18,1,1,0,10,45,1,1,1
,Provider-111,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,0,0,0,0,1
,Provider-55,316,27,0,0,0,0,0,3,65,46,65,19,1,0,0,0,0,-19,0,0,0
,Provider-56,369,369,285,36,0,6,90,20,69,82,51,30,4,7,1,0,0,13,0,1,0
,Provider-57,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,0,0,0,0,0
,Provider-58,96,90,286,82,0,24,139,28,88,83,84,106,47,2,4,0,5,-5,1,0,2
,Provider-126,116,117,71,20,1,11,53,2,44,60,26,28,3,1,0,0,0,16,0,0,1
,Provider-133,14,13,39,3,2,8,6,1,1,0,4,0,0,5,0,0,0,-1,0,0,0
,Provider-59,60,64,219,19,0,37,77,18,43,48,39,23,47,3,0,0,4,5,0,0,0
,Provider-61,75,75,237,13,0,80,95,10,62,56,30,12,5,8,0,0,8,-6,0,1,0
,Provider-62,97,97,233,65,0,24,66,8,57,66,42,51,17,0,2,0,8,9,0,0,1
,Provider-63,110,107,62,1,1,15,88,0,60,20,35,12,1,1,0,0,0,-40,0,0,0
,Provider-65,71,71,199,20,0,13,61,19,50,24,38,21,9,20,0,0,7,-26,0,0,0
,Provider-66,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,264,0,0,0,0,0
,Provider-127,19,19,85,3,1,4,28,0,17,6,13,2,5,0,0,0,4,-11,0,0,0
,Provider-67,94,89,248,39,2,106,110,27,50,76,49,45,14,69,1,0,24,26,0,0,0
,Provider-69,69,70,321,14,0,17,69,6,44,34,32,10,1,1,1,0,11,-10,0,0,0
,Provider-112,124,120,109,16,0,97,136,42,89,78,48,46,35,124,0,0,5,-11,0,1,1
,Provider-70,9,9,230,10,0,4,50,8,19,17,29,12,33,2,0,0,2,-2,1,0,0
,Provider-71,39,39,249,12,0,35,51,10,28,52,37,33,12,0,0,0,0,24,0,0,0
,Provider-72,61,61,272,39,1,19,92,17,54,50,49,43,11,1,0,0,16,-4,1,0,2
,Provider-74,53,52,290,15,4,18,78,11,46,32,46,27,10,8,5,0,7,-14,1,5,0
,Provider-75,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,0,0,0,0,1
,Provider-76,113,113,223,23,0,22,72,16,62,39,27,22,10,7,4,0,2,-23,0,0,0
,Provider-128,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,0,0,0,0,0
,Provider-118,53,51,151,75,1,8,75,11,48,92,50,55,8,2,0,0,1,44,0,0,0
,Provider-77,82,81,194,12,1,114,141,8,65,27,83,22,26,48,1,0,18,-38,4,0,0
,Provider-78,25,25,203,19,0,27,43,8,37,32,18,27,14,0,5,0,2,-5,0,0,0
,Provider-79,81,80,274,33,3,34,155,12,99,45,88,51,24,0,6,0,6,-54,1,0,2
,Provider-129,58,56,229,106,1,66,82,10,33,107,61,68,14,1,0,0,1,74,0,0,0
,Provider-81,232,0,0,0,0,0,0,0,0,0,0,0,26,3,0,232,0,0,0,0,0
,Provider-119,49,48,210,10,1,1,30,5,31,14,4,13,1,0,0,0,4,-17,0,0,0
,Provider-83,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,0,0,0,0,0
,Provider-84,87,84,183,20,1,22,75,17,40,28,45,23,6,8,3,0,7,-12,1,0,2
,Provider-106,78,78,240,35,0,12,57,11,39,61,33,36,5,10,0,0,16,22,0,0,0
,Provider-85,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262,0,0,0,0,0
,Provider-121,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197,0,0,0,0,0
,Provider-86,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,292,0,0,0,0,0
,Provider-87,143,100,88,12,2,165,100,49,41,56,67,31,36,163,3,0,4,15,0,12,1
,Provider-88,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,267,1,0,0,0,0
,Provider-89,31,32,57,7,0,10,45,10,27,23,21,6,4,1,2,0,0,-4,0,0,1
,Provider-90,52,52,94,0,0,6,22,1,16,7,7,1,1,2,0,0,0,-9,0,0,0
,Provider-91,22,22,137,3,0,23,32,12,18,9,21,8,1,6,0,0,8,-9,1,0,0
,Provider-113,33,31,307,12,2,25,45,11,33,35,13,17,8,12,2,0,7,2,0,0,0
,Provider-92,22,22,9,1,0,4,4,0,4,6,0,5,0,2,0,0,0,2,0,0,0
,Provider-93,41,40,195,42,0,18,55,6,30,52,29,28,1,0,1,0,6,22,0,0,0
,Provider-94,74,73,228,83,0,21,99,15,36,89,69,71,8,21,1,0,2,53,0,0,1
,Provider-95,40,41,270,21,0,25,112,25,55,69,56,22,13,7,0,0,14,14,0,0,1
,Provider-96,52,50,237,35,5,13,118,10,66,45,57,54,4,0,0,0,12,-21,0,0,0
,Provider-107,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,0,0,0,0,0
,Provider-97,13,0,0,0,0,0,0,0,0,0,0,0,1,1,0,220,0,0,1,1,1
,Provider-99,109,103,246,22,0,53,157,52,52,64,98,38,27,8,3,0,2,12,0,0,2
,Provider-100,7211,4682,18113,1793,49,2175,5364,894,3205,3431,2994,2158,1114,1114,65,7407,371,226,37,42,59
,Provider-0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241,0,0,0,0,0
,Provider-134,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0
,Provider-2,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245,0,0,0,0,0
,Provider-3,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310,0,0,1,0,0
,Provider-4,119,0,0,0,0,0,0,0,0,0,0,0,60,26,0,119,0,0,0,0,2
,Provider-135,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0
,Provider-114,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,0,0,0,0,0
,Provider-7,48,48,243,24,0,27,73,6,51,60,26,32,14,0,0,0,3,9,0,1,0
,Provider-9,65,65,73,2,0,37,48,8,33,15,22,9,7,22,0,0,4,-18,1,0,0
,Provider-11,61,58,113,40,2,45,156,20,84,148,83,38,17,34,1,0,16,64,0,0,0
,Provider-136,67,0,0,0,0,0,0,0,0,0,0,0,65,63,0,70,0,0,0,0,0
,Provider-13,55,52,225,6,0,74,86,19,34,19,49,10,9,0,0,0,7,-15,0,0,0
,Provider-14,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,0,0,2,1,2
,Provider-15,315,315,159,24,0,83,74,10,43,47,28,33,9,2,2,0,0,4,0,1,1
,Provider-16,17,0,0,0,0,0,0,0,0,0,0,0,0,2,0,33,0,0,0,0,0
,Provider-115,282,0,0,0,0,0,0,0,0,0,0,0,10,1,0,288,0,0,0,0,0
,Provider-116,54,54,113,30,0,11,87,5,40,44,58,39,16,0,0,0,13,4,0,0,0
,Provider-17,58,58,172,26,1,9,54,1,26,27,30,24,3,2,0,0,14,1,0,0,0
,Provider-18,48,49,281,12,0,10,39,8,25,23,23,11,1,54,0,0,10,-2,0,0,0
,Provider-122,84,84,96,19,0,31,71,1,49,40,37,23,3,1,0,0,1,-9,0,0,0
,Provider-19,26,26,242,28,6,23,71,9,45,49,36,79,4,0,0,0,1,4,0,0,0
,Provider-130,34,0,0,0,0,0,0,0,0,0,0,0,2,2,0,47,0,0,0,0,1
,Provider-123,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,0,0,1,0,0
,Provider-20,57,56,239,13,1,41,93,12,47,44,54,22,3,6,0,0,3,-3,0,0,0
,Provider-21,8,7,5122,21,1,75,139,81,90,178,104,83,182,14,1,0,0,88,2,1,0
,Provider-22,19,18,349,0,0,51,64,13,24,19,36,8,13,0,0,0,0,-5,0,0,0
,Provider-23,39,38,198,21,0,3,57,11,36,31,38,22,13,15,0,0,4,-5,0,0,0
,Provider-24,17,17,125,40,5,23,118,1,54,73,85,44,19,1,1,0,3,19,1,0,0
,Provider-25,126,126,137,21,1,82,51,5,17,48,36,22,7,27,0,0,2,31,0,0,0
,Provider-26,23,21,112,21,0,21,77,14,44,54,27,28,11,10,0,0,11,10,0,0,0
,Provider-131,28,28,155,5,0,22,52,3,31,18,20,9,3,1,1,0,1,-13,1,1,1
,Provider-108,33,33,137,4,0,19,38,13,23,16,11,6,3,1,0,0,3,-7,0,0,0
,Provider-28,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,276,0,0,0,0,0
,Provider-102,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,0,0,0,0,0
,Provider-30,60,0,0,0,0,0,0,0,0,0,0,0,0,2,0,286,0,0,0,0,0
,Provider-31,86,86,201,10,1,34,87,7,41,37,49,22,2,0,1,0,22,-4,0,0,0
,Provider-32,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,0,0,0,0,0
,Provider-33,30,30,26,0,0,1,3,2,3,3,1,0,0,0,0,0,0,0,0,0,0
,Provider-124,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246,0,0,0,0,0
,Provider-103,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,0,0,0,0,0
,Provider-109,56,55,223,28,0,16,150,9,97,49,102,32,11,0,0,0,16,-48,0,0,0
,Provider-34,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,0,0,0,0,0
,Provider-132,73,73,147,29,0,11,66,6,44,40,34,31,10,0,1,0,3,-4,0,0,2
,Provider-35,81,81,88,12,0,19,50,10,31,28,28,13,3,3,0,0,0,-3,0,0,0
,Provider-36,19,0,0,0,0,0,0,0,0,0,0,0,1,0,0,305,0,0,0,0,0
,Provider-37,36,0,0,0,0,0,0,0,0,0,0,0,0,1,0,350,0,0,0,0,0
,Provider-39,72,73,257,29,0,61,78,11,44,49,52,21,24,14,2,0,2,5,0,0,0
,Provider-125,187,185,0,0,0,0,0,0,36,13,11,11,0,0,0,0,0,-23,0,0,0
,Provider-110,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,0,0,0,0,0
,Provider-41,35,34,142,47,1,24,40,3,21,70,24,30,7,4,0,0,0,49,0,0,2
,Provider-43,67,68,152,21,2,56,123,16,58,88,50,52,16,13,0,0,3,30,0,0,1
,Provider-104,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297,0,0,0,0,0
,Provider-117,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,0,0,0,0,0
,Provider-44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0
,Provider-45,146,143,358,24,4,51,100,5,77,53,62,26,4,3,2,0,4,-24,0,0,4
,Provider-46,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231,0,0,0,0,0
,Provider-47,48,45,301,6,1,19,65,12,35,49,39,9,30,2,1,0,0,14,0,0,1
,Provider-51,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0
,Provider-52,121,135,385,28,0,119,85,8,64,84,16,15,24,29,0,0,0,20,0,1,0
,Provider-53,44,44,174,28,0,11,88,17,45,55,54,31,35,2,0,0,7,10,0,0,0
,Provider-54,47,45,118,27,11,26,61,3,39,60,42,47,28,0,0,0,5,21,0,0,0
,Provider-111,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,0,0,0,0,0
,Provider-55,254,32,0,0,0,0,0,1,61,43,41,15,0,0,0,0,0,-18,0,0,0
,Provider-56,319,316,263,30,0,9,103,17,95,103,41,18,3,3,1,0,0,8,0,0,2
,Provider-57,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183,0,0,0,0,0
,Provider-58,104,101,273,62,0,35,114,31,70,71,80,95,41,11,2,0,5,1,0,1,1
,Provider-126,68,68,94,117,3,8,77,2,51,150,30,97,7,0,0,0,0,99,0,0,0
,Provider-133,30,25,120,6,0,32,22,5,19,8,6,4,4,12,0,0,3,-11,0,0,0
,Provider-59,56,56,226,26,0,26,68,12,33,43,35,22,37,7,0,0,3,10,0,0,0
,Provider-60,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,0,0,0,0,0
,Provider-61,97,95,260,25,0,68,81,14,57,55,44,15,12,10,3,0,3,-2,0,0,0
,Provider-62,16,16,230,92,0,4,60,12,37,58,39,67,3,0,0,0,14,21,0,0,1
,Provider-63,205,201,78,0,0,20,103,2,69,28,41,14,0,2,0,0,0,-41,0,0,0
,Provider-137,27,27,55,1,1,24,16,4,8,8,10,1,4,8,0,0,0,0,0,0,0
,Provider-138,13,13,13,0,0,10,5,2,3,1,5,0,1,2,0,0,0,-2,0,0,1
,Provider-65,44,44,177,23,0,6,51,8,41,30,25,16,5,12,0,0,3,-11,0,0,3
,Provider-66,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,271,0,0,0,0,0
,Provider-127,33,33,117,10,0,10,87,1,74,15,30,9,4,2,0,0,3,-59,0,0,0
,Provider-67,85,83,230,27,0,87,102,16,45,77,51,27,9,66,1,0,40,32,1,0,1
,Provider-69,69,69,273,20,0,25,73,9,41,36,42,16,3,1,0,0,4,-5,0,0,0
,Provider-112,141,142,102,15,1,140,173,58,93,80,69,51,13,206,0,0,0,-13,0,3,2
,Provider-70,4,4,191,0,0,10,35,6,14,8,22,1,16,0,1,0,0,-6,0,0,0
,Provider-71,62,61,238,8,0,42,63,15,46,29,29,18,8,1,0,0,0,-17,1,0,1
,Provider-72,79,79,236,29,0,23,109,28,62,54,55,39,11,0,0,0,8,-8,0,0,2
,Provider-74,45,45,248,28,6,25,51,6,29,54,34,20,14,10,0,0,3,25,0,1,2
,Provider-75,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,0,0,0,0,0
,Provider-76,87,89,252,22,0,19,81,12,64,59,34,17,11,1,0,0,1,-5,0,0,1
,Provider-128,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,0,0,0,0,0
,Provider-118,34,32,127,45,2,65,70,2,43,64,32,28,6,1,0,0,19,21,0,0,0
,Provider-77,76,73,172,30,2,104,196,22,84,73,115,39,32,44,1,0,5,-11,2,0,2
,Provider-78,28,28,210,26,0,50,36,11,19,25,24,33,17,4,0,0,7,6,0,0,1
,Provider-79,63,63,244,29,1,21,121,18,89,74,79,28,31,2,1,0,12,-15,1,1,2
,Provider-129,63,59,193,44,1,178,73,12,16,52,56,43,10,0,0,0,1,36,0,0,0
,Provider-81,230,0,0,0,0,0,0,0,0,0,0,0,20,40,0,230,0,0,2,2,2
,Provider-119,66,62,310,5,0,11,46,1,33,10,13,6,0,0,0,0,0,-23,0,0,0
,Provider-83,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,285,0,0,0,0,0
,Provider-84,66,64,167,35,2,19,89,30,58,69,72,20,17,4,1,0,7,11,0,1,3
,Provider-106,77,77,250,27,0,15,60,11,43,57,36,18,10,11,1,0,2,14,0,0,1
,Provider-85,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,0,0,0,0,0
,Provider-121,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221,0,0,0,0,0
,Provider-86,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310,0,0,0,0,0
,Provider-87,230,191,26,28,3,165,101,48,68,136,45,16,61,147,7,0,6,68,4,14,5
,Provider-88,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246,0,0,0,0,0
,Provider-139,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0
,Provider-89,38,38,93,11,0,13,59,12,45,44,16,18,11,1,1,0,0,-1,0,0,1
,Provider-90,47,48,96,1,0,2,15,1,17,7,5,2,0,0,0,0,0,-10,0,1,1
,Provider-91,29,29,151,7,0,30,38,11,21,21,27,6,5,13,1,0,18,0,0,0,0
,Provider-113,26,24,224,5,0,14,41,11,32,19,10,14,3,3,0,0,5,-13,0,0,0
,Provider-93,45,45,232,41,1,30,56,7,32,41,37,26,5,1,1,0,5,9,1,4,1
,Provider-94,64,66,227,38,2,40,148,21,55,59,94,51,6,44,1,0,5,4,0,0,0
,Provider-95,29,30,300,21,0,23,95,13,37,39,55,23,4,5,1,0,18,2,0,0,2
,Provider-96,29,29,163,26,0,7,61,2,27,32,36,31,6,0,0,0,4,5,0,0,0
,Provider-107,101,0,0,0,0,0,0,0,0,0,0,0,1,3,0,103,0,0,0,0,0
,Provider-97,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,0,0,0,0,0
,Provider-99,72,67,235,22,0,48,140,29,54,63,78,30,15,9,4,0,3,9,0,0,0
,Provider-100,7634,4874,17959,1628,62,2593,5363,872,3216,3526,2960,1876,1135,1135,41,7995,365,310,21,34,55
,Provider-0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256,0,0,1,0,0
,Provider-134,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0
,Provider-2,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211,0,0,0,0,0
,Provider-3,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,311,0,0,0,0,0
,Provider-4,90,0,0,0,0,0,0,0,0,0,0,0,45,16,0,90,0,0,0,0,0
,Provider-135,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,0,0,0,0,0
,Provider-114,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,0,0,0,0,0
,Provider-140,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
,Provider-7,65,64,269,52,0,31,57,6,37,78,29,37,16,0,0,0,5,41,0,1,1
,Provider-9,79,73,47,1,1,25,49,8,27,26,25,7,3,25,0,0,0,-1,1,0,2
,Provider-11,73,64,224,55,0,68,227,36,135,155,121,58,25,31,4,0,30,20,0,1,1
,Provider-136,151,0,0,0,0,0,0,0,0,0,0,0,142,137,0,222,0,0,0,0,0
,Provider-13,47,47,258,12,0,62,105,12,42,34,58,12,7,3,0,0,5,-8,0,0,0
,Provider-14,94,0,0,0,0,0,0,0,0,0,0,0,1,0,0,206,0,0,6,0,0
,Provider-15,219,220,135,2,1,38,89,1,44,30,35,14,13,0,0,0,0,-14,1,0,2
,Provider-16,27,0,0,0,0,0,0,0,0,0,0,0,0,4,0,65,0,0,0,0,0
,Provider-115,234,0,0,0,0,0,0,0,0,0,0,0,1,0,0,237,0,0,0,0,0
,Provider-116,98,97,192,43,0,20,117,7,61,45,75,48,13,0,0,0,5,-16,0,0,0
,Provider-141,55,0,0,0,0,0,0,0,0,0,0,0,29,1,0,76,0,0,0,1,1
,Provider-17,43,43,118,18,0,10,57,6,37,23,24,24,1,1,0,0,17,-14,0,1,1
,Provider-18,35,35,204,12,1,9,46,4,25,38,23,6,10,33,0,0,5,13,1,0,2
,Provider-122,85,87,144,14,0,58,108,0,73,37,53,43,3,2,0,0,12,-36,0,0,0
,Provider-19,26,26,245,46,2,17,86,2,58,53,37,57,0,0,0,0,22,-5,0,0,0
,Provider-130,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0
,Provider-123,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,0,0,0,0,0
,Provider-20,49,47,234,5,0,14,64,9,38,31,29,13,4,24,0,0,11,-7,0,0,0
,Provider-21,12,17,5184,29,1,80,124,73,82,177,66,76,111,11,2,0,0,95,0,1,1
,Provider-22,27,26,448,1,0,102,78,6,32,22,45,10,12,0,0,0,2,-10,2,0,0
,Provider-23,22,21,142,12,0,1,32,14,15,18,23,14,8,11,0,0,3,3,0,0,0
,Provider-142,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
,Provider-24,15,12,166,90,2,29,160,7,90,114,101,67,24,0,0,0,5,24,0,0,0
,Provider-25,135,133,118,24,1,82,50,4,8,50,36,16,7,41,0,0,23,42,0,0,0
,Provider-26,37,32,228,34,0,14,102,11,61,73,50,45,35,7,2,0,12,12,0,1,1
,Provider-131,40,43,144,15,0,48,51,5,32,27,28,7,2,1,0,0,5,-5,0,0,0
,Provider-108,37,35,108,8,0,22,30,17,28,23,8,7,8,2,0,0,2,-5,0,0,0
,Provider-28,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181,0,0,0,0,0
,Provider-102,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278,0,0,0,0,0
,Provider-30,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270,0,0,0,0,0
,Provider-31,77,76,204,14,0,47,106,6,48,26,61,16,4,0,0,0,5,-22,1,0,0
,Provider-32,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0
,Provider-33,26,26,21,1,0,2,3,0,2,1,1,1,0,0,0,0,0,-1,0,0,0
,Provider-124,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,0,0,0,0,0
,Provider-103,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251,0,0,0,0,0
,Provider-109,64,62,227,14,0,42,154,6,111,31,92,21,7,0,0,0,15,-80,0,0,0
,Provider-34,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260,0,0,0,0,0
,Provider-132,57,53,163,25,0,27,68,12,53,48,36,20,7,0,0,0,0,-5,0,0,1
,Provider-35,113,112,159,15,1,20,69,15,61,40,30,18,4,2,0,0,6,-21,0,1,1
,Provider-36,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,414,0,0,0,0,0
,Provider-37,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,367,0,0,0,0,0
,Provider-39,114,115,340,52,0,77,85,9,73,84,39,43,30,23,6,0,0,11,0,0,1
,Provider-125,200,196,0,0,0,0,0,0,39,16,11,14,0,0,0,0,0,-23,0,0,0
,Provider-110,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,324,0,0,0,0,0
,Provider-41,66,66,244,19,0,24,27,0,13,42,5,18,4,3,0,0,0,29,4,0,0
,Provider-43,63,56,144,35,3,55,139,20,71,84,64,57,24,10,0,0,8,13,0,0,0
,Provider-104,75,0,0,0,0,0,0,0,0,0,0,0,2,4,0,295,0,0,2,2,2
,Provider-117,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,0,0,0,0,0
,Provider-44,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,45,0,0,0,0,0
,Provider-45,120,115,380,17,0,25,90,8,100,58,39,17,8,2,0,0,4,-42,0,3,2
,Provider-46,27,0,0,0,0,0,0,0,0,0,0,0,0,3,0,148,0,0,0,0,0
,Provider-47,41,36,377,7,1,32,65,15,31,29,36,9,36,0,0,0,0,-2,0,0,3
,Provider-143,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0
,Provider-52,160,206,459,25,1,171,82,9,52,74,17,23,29,29,0,0,0,22,0,0,6
,Provider-53,39,37,178,17,0,10,61,12,33,23,31,22,30,4,1,0,30,-10,0,0,0
,Provider-144,31,31,20,2,0,16,22,2,15,7,10,4,1,6,0,0,0,-8,0,0,0
,Provider-54,67,62,138,31,4,20,111,7,56,61,54,73,29,0,0,0,0,5,1,1,0
,Provider-111,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0,0,0,0,0
